Wine;link;image_names;image_link
Buon Padre Barolo 2019;https://www.vivino.com/IT/en/viberti-giovanni-buon-padre-barolo-2019/w/1169780;images/BuonPadreBarolo2019.png;https://images.vivino.com/thumbs/MOqjjL9mQbSY5t2M__mxQw_pb_x600.png
Barbaresco Riserva Santo Stefano 2018;https://www.vivino.com/IT/en/castello-di-neive-barbaresco-riserva-santo-stefano-2018/w/85171;images/BarbarescoRiservaSantoStefano2018.png;https://images.vivino.com/thumbs/u1jv-ORPT0qMfFrY1p0cqg_pb_x600.png
Barolo Bussia Munie Riserva 2015;https://www.vivino.com/IT/en/franco-conterno-barolo-bussia-munie-riserva-2015/w/1495157;images/BaroloBussiaMunieRiserva2015.png;https://images.vivino.com/thumbs/Anl4SC1qQa6UhXHkk17ZcQ_pb_x600.png
Barolo Cannubi 2015;https://www.vivino.com/IT/en/lastemia-pentita-barolo-cannubi-2015/w/4130364;images/BaroloCannubi2015.png;https://images.vivino.com/thumbs/bc8JMdNtSAqI4PtPpKeFag_pb_x600.png
Il Bosco Barbera d'Alba Superiore 2015;https://www.vivino.com/IT/en/prinsi-il-bosco-barbera-d-alba-superiore-2015/w/1659210;images/IlBoscoBarberad'AlbaSuperiore2015.png;https://images.vivino.com/thumbs/kNVBDOTWRYSiRbyIlPt63Q_pb_x600.png
Barolo Coste di Rose 2017;https://www.vivino.com/IT/en/g-d-vajra-barolo-coste-di-rose-2017/w/7338920;images/BaroloCostediRose2017.png;https://images.vivino.com/thumbs/EHLa0p9yQuyb8N4xzVlZpg_pb_x600.png
Barbaresco Ovello 2018;https://www.vivino.com/IT/en/cantina-del-pino-barbaresco-ovello-2018/w/1161621;images/BarbarescoOvello2018.png;https://images.vivino.com/thumbs/T7sTAXNjQVO16gxP1wxF0g_pb_x600.png
Barbaresco Baluchin Riserva 2012;https://www.vivino.com/IT/en/cocito-barbaresco-baluchin-riserva-2012/w/1233524;images/BarbarescoBaluchinRiserva2012.png;https://images.vivino.com/thumbs/HZOVq4cOSUud24wsE1oMSg_pb_x600.png
Badarina Barolo Riserva 2016;https://www.vivino.com/IT/en/bruna-grimaldi-badarina-barolo-riserva-2016/w/1748407;images/BadarinaBaroloRiserva2016.png;https://images.vivino.com/thumbs/VQDyzGjiStKWy0kmW2Ur9w_pb_x600.png
Il Favot Langhe Nebbiolo 2016;https://www.vivino.com/IT/en/aldo-conterno-il-favot-langhe-nebbiolo-2016/w/75320;images/IlFavotLangheNebbiolo2016.png;https://images.vivino.com/thumbs/iKvBmiEATyeM78106ITUKg_pb_x600.png
Barolo Unio 2014;https://www.vivino.com/IT/en/brovia-azienda-agricola-barolo-unio-2014/w/6883731;images/BaroloUnio2014.png;https://images.vivino.com/thumbs/S_JCJEuLTkariLKo0sKg6Q_pb_x600.png
Parigi Nebbiolo d'Alba 2018;https://www.vivino.com/IT/en/mauro-sebaste-enologo-parigi-nebbiolo-d-alba-2018/w/9494;images/ParigiNebbiolod'Alba2018.png;https://images.vivino.com/thumbs/XWqClaoXTSGxJtOBDhVcog_pb_x600.png
Barolo Ravera 2018;https://www.vivino.com/IT/en/elvio-cogno-barolo-ravera-2018/w/21053;images/BaroloRavera2018.png;https://images.vivino.com/thumbs/cW7cebUSRlGm1hQby77n1w_pb_x600.png
Barolo Margheria 2017;https://www.vivino.com/IT/en/luigi-pira-barolo-margheria-2017/w/77539;images/BaroloMargheria2017.png;https://images.vivino.com/thumbs/2KPrqUtsQt2E5JoeNZ5img_pb_x600.png
Barolo Marenca 2009;https://www.vivino.com/IT/en/luigi-pira-barolo-marenca-2009/w/77546;images/BaroloMarenca2009.png;https://images.vivino.com/thumbs/dkvleS9HRoWYd-ZJ6pWq1g_pb_x600.png
Barolo Bricco San Pietro 2014;https://www.vivino.com/IT/en/anna-maria-abbona-barolo-bricco-san-pietro-f1b2b-2014/w/6482581;images/BaroloBriccoSanPietro2014.png;https://images.vivino.com/thumbs/yMQSMebrRluvy8utChLMkg_pb_x600.png
Dardi Le Rosé Bussia Barolo 2017;https://www.vivino.com/IT/en/colla-dardi-le-rose-bussia-barolo-2017/w/1169280;images/DardiLeRoséBussiaBarolo2017.png;https://images.vivino.com/thumbs/-zDiWrXKS96BD_-WtZUzeA_pb_x600.png
Cannubi Barolo 2019;https://www.vivino.com/IT/en/azienda-agricola-brezza-giacomo-e-figli-cannubi-barolo-2019/w/90133;images/CannubiBarolo2019.png;https://images.vivino.com/thumbs/3UCu3NMkTGGF9hC2g5oeXA_pb_x600.png
Via Nuova Barolo 2017;https://www.vivino.com/IT/en/azienda-agricola-e-pira-and-figli-via-nuova-barolo-2017/w/88440;images/ViaNuovaBarolo2017.png;https://images.vivino.com/thumbs/R3MvgP-TS-awnotcwGgrkQ_pb_x600.png
Barolo Parussi 2012;https://www.vivino.com/IT/en/massolino-barolo-parussi-2012/w/1910798;images/BaroloParussi2012.png;https://images.vivino.com/thumbs/eshHT4LVQdS_7Yd7C2nHqQ_pb_x600.png
Barbaresco 2017;https://www.vivino.com/IT/en/castello-di-neive-barbaresco-2017/w/85173;images/Barbaresco2017.png;https://images.vivino.com/thumbs/yEAehUFlR5upV_nc1vNytQ_pb_x600.png
Vecchia Annata 2010;https://www.vivino.com/IT/en/broglia-gavi-vecchia-annata-gavi-2010/w/5699444;images/VecchiaAnnata2010.png;https://images.vivino.com/thumbs/ocgadcIpRe2PnRFd0r3TMQ_pb_x600.png
Gattinara Riserva 2018;https://www.vivino.com/IT/en/antoniolo-gattinara-riserva-2018/w/9253143;images/GattinaraRiserva2018.png;https://images.vivino.com/thumbs/nclMObv_SyeKIrVkBEkj2Q_pb_x600.png
Barolo Massara 2015;https://www.vivino.com/IT/en/castello-di-verduno-barolo-massara-2015/w/1204679;images/BaroloMassara2015.png;https://images.vivino.com/thumbs/B22t2ZCdQuSRtBOqvSX3FQ_pb_x600.png
Rombone Barbaresco 2017;https://www.vivino.com/IT/en/fiorenzo-nada-rombone-barbaresco-2017/w/1192389;images/RomboneBarbaresco2017.png;https://images.vivino.com/thumbs/d5hpiCN3Syq1bVnkmn8WDQ_pb_x600.png
120 Mesi 2008;https://www.vivino.com/IT/en/erpacrife-onehundredtwenty-mesi-2008/w/8375640;images/120Mesi2008.png;https://images.vivino.com/thumbs/Fax5KM2tTWC5xXVdUqlThA_pb_x600.png
Barolo Bussia 2018;https://www.vivino.com/IT/en/prunotto-barolo-bussia-2018/w/61064;images/BaroloBussia2018.png;https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png
Serradenari Barolo 2017;https://www.vivino.com/IT/en/giulia-negri-piedmont-serradenari-barolo-2017/w/1165763;images/SerradenariBarolo2017.png;https://images.vivino.com/thumbs/2DlhSVruRFW-kdekKwUsDw_pb_x600.png
Cottá Barbaresco 2017;https://www.vivino.com/IT/en/sottimano-cotta-barbaresco-2017/w/16473;images/CottáBarbaresco2017.png;https://images.vivino.com/thumbs/lRUe2Ri0SrCfuCABSb4lHA_pb_x600.png
Barolo Millenovecento48 Riserva 2014;https://www.vivino.com/IT/en/josetta-saffirio-barolo-millenovecento48-riserva-2014/w/2158802;images/BaroloMillenovecento48Riserva2014.png;https://images.vivino.com/thumbs/wpEVEn5eScGuah1yQ69dQQ_pb_x600.png
4 Vigne Barolo 2019;https://www.vivino.com/IT/en/cascina-adelaide-four-vigne-barolo-2019/w/1594380;images/4VigneBarolo2019.png;https://images.vivino.com/thumbs/Osjj1j8oRYuuIYuLwCqE-Q_pb_x600.png
Pernanno Riserva Barolo 2015;https://www.vivino.com/IT/en/sobrero-pernanno-riserva-barolo-2015/w/1188902;images/PernannoRiservaBarolo2015.png;https://images.vivino.com/thumbs/yDzxz_OPRwK2YZPozxML-g_pb_x600.png
Barolo Gramolere 2017;https://www.vivino.com/IT/en/fratelli-alessandria-barolo-gramolere-2017/w/1239891;images/BaroloGramolere2017.png;https://images.vivino.com/thumbs/G87NcsONT6qo7_HNepQBFA_pb_x600.png
Barolo Parussi 2013;https://www.vivino.com/IT/en/massolino-barolo-parussi-2013/w/1910798;images/BaroloParussi2013.png;https://images.vivino.com/thumbs/eshHT4LVQdS_7Yd7C2nHqQ_pb_x600.png
Barolo Marenca 2018;https://www.vivino.com/IT/en/luigi-pira-barolo-marenca-2018/w/77546;images/BaroloMarenca2018.png;https://images.vivino.com/thumbs/dkvleS9HRoWYd-ZJ6pWq1g_pb_x600.png
Barolo Castelletto Vigna Pressenda 2013;https://www.vivino.com/IT/en/azienda-agricola-conterno-fantino-barolo-castelletto-vigna-pressenda-barolo-2013/w/5394274;images/BaroloCastellettoVignaPressenda2013.png;https://images.vivino.com/thumbs/vkNjm_yISHq6iQZcHdB5HQ_pb_x600.png
Margheria Barolo 2017;https://www.vivino.com/IT/en/massolino-margheria-barolo-2017/w/79965;images/MargheriaBarolo2017.png;https://images.vivino.com/thumbs/dOrnPbSkQjephnvFYx7wrQ_pb_x600.png
Bricco della Bigotta Barbera d'Asti 2016;https://www.vivino.com/IT/en/braida-bricco-della-bigotta-barbera-d-asti-2016/w/15150;images/BriccodellaBigottaBarberad'Asti2016.png;https://images.vivino.com/thumbs/C_xVgB_bS6ymlHYsA6g23A_pb_x600.png
Brunate Barolo 2018;https://www.vivino.com/IT/en/marcarini-brunate-barolo-2018/w/22802;images/BrunateBarolo2018.png;https://images.vivino.com/thumbs/3YYtRqolTtiJdIPHzDpmqw_pb_x600.png
Barolo 2019;https://www.vivino.com/IT/en/gianfranco-alessandria-barolo-2019/w/73629;images/Barolo2019.png;https://images.vivino.com/thumbs/bxp3SjCKSwOQxQBxUp0kng_pb_x600.png
Barbaresco Ovello 2019;https://www.vivino.com/IT/en/cantina-del-pino-barbaresco-ovello-2019/w/1161621;images/BarbarescoOvello2019.png;https://images.vivino.com/thumbs/T7sTAXNjQVO16gxP1wxF0g_pb_x600.png
Barbaresco Rabaja 2017;https://www.vivino.com/IT/en/giuseppe-cortese-barbaresco-rabaja-2017/w/78642;images/BarbarescoRabaja2017.png;https://images.vivino.com/thumbs/_LcLwKL4S3ir-ENKOe7b-A_pb_x600.png
Barbaresco Vigneto Brich Ronchi 2016;https://www.vivino.com/IT/en/albino-rocca-azienda-agricola-di-angelo-rocca-barbaresco-vigneto-brich-ronchi-2016/w/75834;images/BarbarescoVignetoBrichRonchi2016.png;https://images.vivino.com/thumbs/Mx1XwIhtSye4cwsmm8_crg_pb_x600.png
Barbaresco Vigneto Brich Ronchi 2015;https://www.vivino.com/IT/en/albino-rocca-azienda-agricola-di-angelo-rocca-barbaresco-vigneto-brich-ronchi-2015/w/75834;images/BarbarescoVignetoBrichRonchi2015.png;https://images.vivino.com/thumbs/Mx1XwIhtSye4cwsmm8_crg_pb_x600.png
Gattinara San Francesco 2018;https://www.vivino.com/IT/en/antoniolo-gattinara-san-francesco-2018/w/1486099;images/GattinaraSanFrancesco2018.png;https://images.vivino.com/thumbs/o6816fmvRAOeCSu8tHy3YA_pb_x600.png
Barbaresco Vigneto Brich Ronchi 2012;https://www.vivino.com/IT/en/albino-rocca-azienda-agricola-di-angelo-rocca-barbaresco-vigneto-brich-ronchi-2012/w/75834;images/BarbarescoVignetoBrichRonchi2012.png;https://images.vivino.com/thumbs/Mx1XwIhtSye4cwsmm8_crg_pb_x600.png
Barolo 2019;https://www.vivino.com/IT/en/pio-cesare-barolo-2019/w/22550;images/Barolo2019.png;https://images.vivino.com/thumbs/LUamFS5JQzuRKgF-xgyD8Q_pb_x600.png
Ravera di Monforte Barolo 2019;https://www.vivino.com/IT/en/azienda-agricola-ferdinando-principiano-ravera-di-monforte-barolo-2019/w/1249519;images/RaveradiMonforteBarolo2019.png;https://images.vivino.com/thumbs/DRurpnLyTm6-1qtZyeWzXg_pb_x600.png
Bigolla 2009;https://www.vivino.com/IT/en/vigneti-massa-bigolla-2009/w/1237903;images/Bigolla2009.png;https://images.vivino.com/thumbs/wUfUcGneQyeml9t3zfED8A_pb_x600.png
Barolo 2018;https://www.vivino.com/IT/en/elio-altare-barolo-2018/w/75846;images/Barolo2018.png;https://images.vivino.com/thumbs/0JnIZJ3_Rnyl2HXXyiuerg_pb_x600.png
Sito Moresco Langhe 2019;https://www.vivino.com/IT/en/gaja-sito-moresco-langhe-2019/w/66214;images/SitoMorescoLanghe2019.png;https://images.vivino.com/thumbs/GA5vHCgZQyCwLyH9ZXQxtg_pb_x600.png
Pertichetta Croatina 2012;https://www.vivino.com/IT/en/vigneti-massa-pertichetta-croatina-2012/w/1517982;images/PertichettaCroatina2012.png;https://images.vivino.com/thumbs/9yKMg3SmRjifncc81O41Yw_pb_x600.png
Barbaresco 2014;https://www.vivino.com/IT/en/la-spinona-barbaresco-2014/w/1318373;images/Barbaresco2014.png;https://images.vivino.com/thumbs/_G3khO6KQYOMV63vNJTDOg_pb_x600.png
Margheria Barolo 2015;https://www.vivino.com/IT/en/massolino-margheria-barolo-2015/w/79965;images/MargheriaBarolo2015.png;https://images.vivino.com/thumbs/dOrnPbSkQjephnvFYx7wrQ_pb_x600.png
Monserra Barolo 2011;https://www.vivino.com/IT/en/raineri-monserra-barolo-2011/w/1242935;images/MonserraBarolo2011.png;https://images.vivino.com/thumbs/8ks26BvQT7-FUMR12OQBxA_pb_x600.png
Margheria Barolo 2013;https://www.vivino.com/IT/en/massolino-margheria-barolo-2013/w/79965;images/MargheriaBarolo2013.png;https://images.vivino.com/thumbs/dOrnPbSkQjephnvFYx7wrQ_pb_x600.png
Bionzo Barbera d'Asti Superiore 2008;https://www.vivino.com/IT/en/la-spinetta-bionzo-barbera-d-asti-superiore-2008/w/1162451;images/BionzoBarberad'AstiSuperiore2008.png;https://images.vivino.com/thumbs/J1zkxjO6SsGUiCZki0lJCQ_pb_x600.png
Torriglione Barolo 2009;https://www.vivino.com/IT/en/mario-gagliasso-torriglione-barolo-2009/w/1811903;images/TorriglioneBarolo2009.png;https://images.vivino.com/thumbs/XgN8P9rpTM-1yMu2BJrSHA_pb_x600.png
Barbaresco 2004;https://www.vivino.com/IT/en/prunotto-barbaresco-2004/w/61144;images/Barbaresco2004.png;https://images.vivino.com/thumbs/R6Z8wBpDSjezE_5Jz-T2fQ_pb_x600.png
Arborina Barolo 2017;https://www.vivino.com/IT/en/renato-corino-arborina-barolo-2017/w/1307636;images/ArborinaBarolo2017.png;https://images.vivino.com/thumbs/p0-pgyJaRPO8JQ6T8A4BgA_pb_x600.png
Vigneto Garretti Barolo 2019;https://www.vivino.com/IT/en/la-spinetta-vigneto-garretti-barolo-2019/w/1198518;images/VignetoGarrettiBarolo2019.png;https://images.vivino.com/thumbs/RtPdHFNSTWO1BF6qi29qTw_pb_x600.png
Barolo (Rocche) 2018;https://www.vivino.com/IT/en/podere-rocche-dei-manzoni-barolo-rocche-2018/w/1192195;images/Barolo(Rocche)2018.png;https://images.vivino.com/thumbs/eIDnh5ZwRSKudr-HlJtsiw_pb_x600.png
Paiagallo Barolo 2008;https://www.vivino.com/IT/en/mirafiore-paiagallo-barolo-2008/w/1899360;images/PaiagalloBarolo2008.png;https://images.vivino.com/thumbs/m_Si7VQLTuOFZgPvOnrXZg_pb_x600.png
Barolo Parussi 2017;https://www.vivino.com/IT/en/massolino-barolo-parussi-2017/w/1910798;images/BaroloParussi2017.png;https://images.vivino.com/thumbs/eshHT4LVQdS_7Yd7C2nHqQ_pb_x600.png
Giachini Barolo 2011;https://www.vivino.com/IT/en/corino-giachini-barolo-2011/w/1099433;images/GiachiniBarolo2011.png;https://images.vivino.com/thumbs/mvppwFX-QMeyYFXH2zlEjA_pb_x600.png
Bricco dell'Uccellone Barbera d'Asti 2013;https://www.vivino.com/IT/en/braida-bricco-dell-uccellone-barbera-d-asti-2013/w/15149;images/Briccodell'UccelloneBarberad'Asti2013.png;https://images.vivino.com/thumbs/FvV7UGfbRI-lmKIPTEQntg_pb_x600.png
Barbaresco Santo Stefano 2015;https://www.vivino.com/IT/en/castello-di-neive-barbaresco-santo-stefano-2015/w/85172;images/BarbarescoSantoStefano2015.png;https://images.vivino.com/thumbs/Oo4tInR7SgGkzodaGpiVEg_pb_x600.png
Campo Quadro Barbaresco 2001;https://www.vivino.com/IT/en/punset-campo-quadro-barbaresco-2001/w/94616;images/CampoQuadroBarbaresco2001.png;https://images.vivino.com/thumbs/jeTUDQztSySjtA5l_wun_g_pb_x600.png
Bussia Barolo 2018;https://www.vivino.com/IT/en/fogliati-bussia-barolo-2018/w/8073546;images/BussiaBarolo2018.png;https://images.vivino.com/thumbs/zlC1VqErST2J5NkBL8lOlw_150x200.jpg
Barolo Parafada 2014;https://www.vivino.com/IT/en/palladino-barolo-parafada-2014/w/3085196;images/BaroloParafada2014.png;https://images.vivino.com/thumbs/c0-MUEdvR-ubJ14PfWXWXA_pb_x600.png
Bric Turot Barbaresco 2016;https://www.vivino.com/IT/en/prunotto-bric-turot-barbaresco-2016/w/61084;images/BricTurotBarbaresco2016.png;https://images.vivino.com/thumbs/H1yzzmvETGy-a9HezH60iQ_pb_x600.png
Rocche Dell'Annunziata Barolo 2018;https://www.vivino.com/IT/en/it-francesco-rinaldi-e-figli-sas-rocche-dell-annunziata-barolo-2018/w/10697385;images/RoccheDell'AnnunziataBarolo2018.png;https://images.vivino.com/thumbs/OIcodbrWQgyrvMPZa6hYvQ_pb_x600.png
Barolo Castellero 2019;https://www.vivino.com/IT/en/giacomo-fenocchio-barolo-castellero-barolo-2019/w/5378357;images/BaroloCastellero2019.png;https://images.vivino.com/thumbs/TLHWLN6WQjiN8GWgYyXfPw_pb_x600.png
Barbera d'Alba Vigna Francia 2020;https://www.vivino.com/IT/en/giacomo-conterno-barbera-d-alba-vigna-francia-barbera-dalba-red-wine-2020/w/82201;images/Barberad'AlbaVignaFrancia2020.png;https://images.vivino.com/thumbs/FUI-nibYQaWAkvGbwCRY1g_pb_x600.png
Monserra Barolo 2009;https://www.vivino.com/IT/en/raineri-monserra-barolo-2009/w/1242935;images/MonserraBarolo2009.png;https://images.vivino.com/thumbs/8ks26BvQT7-FUMR12OQBxA_pb_x600.png
Albesani Vigna Borgese Barbaresco 2019;https://www.vivino.com/IT/en/piero-busso-albesani-vigna-borgese-barbaresco-2019/w/1191368;images/AlbesaniVignaBorgeseBarbaresco2019.png;https://images.vivino.com/thumbs/dzydHR-3QD6kJaFM2xNNGw_pb_x600.png
Pomorosso Nizza 2020;https://www.vivino.com/IT/en/coppo-pomorosso-nizza-2020/w/7399598;images/PomorossoNizza2020.png;https://images.vivino.com/thumbs/Sw__P8M4SbCubpOXeVATxQ_pb_x600.png
Albe Barolo 2000;https://www.vivino.com/IT/en/g-d-vajra-albe-barolo-2000/w/1100124;images/AlbeBarolo2000.png;https://images.vivino.com/thumbs/WhYK6ZlDSJ2aU-rwVp2njA_pb_x600.png
Barbaresco Pajoré 2012;https://www.vivino.com/IT/en/sottimano-barbaresco-pajore-2012/w/16476;images/BarbarescoPajoré2012.png;https://images.vivino.com/thumbs/rl5OeTblTBqTQXcOgFsPpA_pb_x600.png
Serragrilli Barbaresco 2008;https://www.vivino.com/IT/en/marchesi-di-barolo-serragrilli-barbaresco-2008/w/39384;images/SerragrilliBarbaresco2008.png;https://images.vivino.com/thumbs/gwXx-jMjRuupY2OA1NoXkQ_pb_x600.png
Barolo Ornato 2015;https://www.vivino.com/IT/en/palladino-barolo-ornato-2015/w/2224956;images/BaroloOrnato2015.png;https://images.vivino.com/thumbs/cOoK0dApRA6Xb6ylvHePJA_pb_x600.png
Barolo Ravera 2011;https://www.vivino.com/IT/en/elvio-cogno-barolo-ravera-2011/w/21053;images/BaroloRavera2011.png;https://images.vivino.com/thumbs/cW7cebUSRlGm1hQby77n1w_pb_x600.png
Bricco Sarmassa Barolo 2015;https://www.vivino.com/IT/en/azienda-agricola-brezza-giacomo-e-figli-bricco-sarmassa-barolo-2015/w/2022950;images/BriccoSarmassaBarolo2015.png;https://images.vivino.com/thumbs/kZIQemeyQwKsVTV2S03C2w_pb_x600.png
Rabajà Barbaresco 2018;https://www.vivino.com/IT/en/castello-di-verduno-rabaja-barbaresco-2018/w/1206280;images/RabajàBarbaresco2018.png;https://images.vivino.com/thumbs/cgaiMRESRy2S0XzreJ1raA_pb_x600.png
Barbaresco Riserva Montefico 2017;https://www.vivino.com/IT/en/produttori-del-barbaresco-barbaresco-riserva-montefico-2017/w/19271;images/BarbarescoRiservaMontefico2017.png;https://images.vivino.com/thumbs/Bv_woQasRyKs61qgkZ_kzQ_pb_x600.png
Barbaresco Riserva Montestefano 2017;https://www.vivino.com/IT/en/produttori-del-barbaresco-barbaresco-riserva-montestefano-2017/w/19274;images/BarbarescoRiservaMontestefano2017.png;https://images.vivino.com/thumbs/I6gzHfI3QRqLL0DO_vUTXQ_pb_x600.png
Le Marne Grigie Langhe Rosso 2009;https://www.vivino.com/IT/en/it-matteo-correggia-le-marne-grigie-langhe-rosso-2009/w/97400;images/LeMarneGrigieLangheRosso2009.png;https://images.vivino.com/thumbs/_LPzuGeDRcSpRV32K75s1A_pb_x600.png
Resa 56 Barolo 2018;https://www.vivino.com/IT/en/brandini-resa-56-barolo-2018/w/2434568;images/Resa56Barolo2018.png;https://images.vivino.com/thumbs/8dibKbytQOKxFGhjNgwY9g_pb_x600.png
Barolo Ginestra Vigna del Gris 2018;https://www.vivino.com/IT/en/azienda-agricola-conterno-fantino-barolo-ginestra-vigna-del-gris-2018/w/16639;images/BaroloGinestraVignadelGris2018.png;https://images.vivino.com/thumbs/0EpWKkeKRhWPxbc7jilMWg_pb_x600.png
Barbaresco Riserva Pora 2016;https://www.vivino.com/IT/en/produttori-del-barbaresco-barbaresco-riserva-pora-2016/w/19279;images/BarbarescoRiservaPora2016.png;https://images.vivino.com/thumbs/sDdx8An6SQO2j-Yx_22nkQ_pb_x600.png
Barolo Coste di Rose 2018;https://www.vivino.com/IT/en/g-d-vajra-barolo-coste-di-rose-2018/w/7338920;images/BaroloCostediRose2018.png;https://images.vivino.com/thumbs/EHLa0p9yQuyb8N4xzVlZpg_pb_x600.png
Barolo San Giuseppe 2016;https://www.vivino.com/IT/en/pecchenino-barolo-san-giuseppe-2016/w/2037401;images/BaroloSanGiuseppe2016.png;https://images.vivino.com/thumbs/OeEcxeAdQJiSU9LxRFW26A_pb_x600.png
Ravera Barolo 2015;https://www.vivino.com/IT/en/broccardo-ravera-barolo-2015/w/7857805;images/RaveraBarolo2015.png;https://images.vivino.com/thumbs/ZIA6g3ODQOGcqFX510mSbQ_pb_x600.png
Barbaresco 1967;https://www.vivino.com/IT/en/marchesi-di-barolo-barbaresco-1967/w/1795;images/Barbaresco1967.png;https://images.vivino.com/thumbs/EBnW9ubQQ9WD5mwhWKj1RA_pb_x600.png
Barolo Prapò 2016;https://www.vivino.com/IT/en/azienda-agricola-germano-ettore-barolo-prapo-2016/w/1107960;images/BaroloPrapò2016.png;https://images.vivino.com/thumbs/gpBFlywzSEiHhH7rg328Yg_pb_x600.png
Barbaresco Riserva Asili 2017;https://www.vivino.com/IT/en/produttori-del-barbaresco-barbaresco-riserva-asili-2017/w/19267;images/BarbarescoRiservaAsili2017.png;https://images.vivino.com/thumbs/SyelNX51S2qALihWML4Mpw_pb_x600.png
Barbaresco Riserva Pajé 2017;https://www.vivino.com/IT/en/produttori-del-barbaresco-barbaresco-riserva-paje-2017/w/19278;images/BarbarescoRiservaPajé2017.png;https://images.vivino.com/thumbs/FMCYjbrVRW62eBIAgPz1XA_pb_x600.png
Barbaresco Riserva Rabajà 2017;https://www.vivino.com/IT/en/produttori-del-barbaresco-barbaresco-riserva-rabaja-2017/w/19280;images/BarbarescoRiservaRabajà2017.png;https://images.vivino.com/thumbs/QjJDfU5EQVetMOvoxg4eaA_pb_x600.png
Barbera d'Alba Scarrone Vigna Vecchia 2018;https://www.vivino.com/IT/en/vietti-barbera-d-alba-scarrone-vigna-vecchia-2018/w/1258767;images/Barberad'AlbaScarroneVignaVecchia2018.png;https://images.vivino.com/thumbs/D8WHT7S-Qe-uIj222d2ICw_pb_x600.png
Barolo Cannubi 2019;https://www.vivino.com/IT/en/it-francesco-rinaldi-e-figli-sas-barolo-cannubi-2019/w/1297902;images/BaroloCannubi2019.png;https://images.vivino.com/thumbs/AzM7MEF4TZyQ3fCQfP-Xxw_pb_x600.png
Barbaresco Riserva Muncagota 2016;https://www.vivino.com/IT/en/produttori-del-barbaresco-barbaresco-riserva-muncagota-2016/w/1490710;images/BarbarescoRiservaMuncagota2016.png;https://images.vivino.com/thumbs/NYukTIh_TYGlqJXDwmPuAA_pb_x600.png
Barbera d'Alba 2021;https://www.vivino.com/IT/en/giuseppe-rinaldi-barbera-d-alba-2021/w/1100931;images/Barberad'Alba2021.png;https://images.vivino.com/thumbs/T2PoMK5MT4KNis6KUuj2Lg_pb_x600.png
Bricco dell'Uccellone Barbera d'Asti 2018;https://www.vivino.com/IT/en/braida-bricco-dell-uccellone-barbera-d-asti-2018/w/15149;images/Briccodell'UccelloneBarberad'Asti2018.png;https://images.vivino.com/thumbs/FvV7UGfbRI-lmKIPTEQntg_pb_x600.png
Vigna La Rosa Barolo 2016;https://www.vivino.com/IT/en/fontanafredda-vigna-la-rosa-barolo-2016/w/1127706;images/VignaLaRosaBarolo2016.png;https://images.vivino.com/thumbs/SIaoFkYDRnqidnU61bBNxA_pb_x600.png
Bigolla 2011;https://www.vivino.com/IT/en/vigneti-massa-bigolla-2011/w/1237903;images/Bigolla2011.png;https://images.vivino.com/thumbs/wUfUcGneQyeml9t3zfED8A_pb_x600.png
Bigolla 2006;https://www.vivino.com/IT/en/vigneti-massa-bigolla-2006/w/1237903;images/Bigolla2006.png;https://images.vivino.com/thumbs/wUfUcGneQyeml9t3zfED8A_pb_x600.png
Bigolla 2005;https://www.vivino.com/IT/en/vigneti-massa-bigolla-2005/w/1237903;images/Bigolla2005.png;https://images.vivino.com/thumbs/wUfUcGneQyeml9t3zfED8A_pb_x600.png
Grand Fostó 2018;https://www.vivino.com/IT/en/marina-coppi-grand-fosto-2018/w/7648035;images/GrandFostó2018.png;https://images.vivino.com/thumbs/N5-EksE_TbeMwTQHF6mkaA_150x200.jpg
Cannubi Barolo 2017;https://www.vivino.com/IT/en/virna-cannubi-barolo-2017/w/7667454;images/CannubiBarolo2017.png;https://images.vivino.com/thumbs/FmUhzgFNS42LBRLbdQ2bvg_pb_x600.png
Cannubi Barolo 2018;https://www.vivino.com/IT/en/virna-cannubi-barolo-2018/w/7667454;images/CannubiBarolo2018.png;https://images.vivino.com/thumbs/FmUhzgFNS42LBRLbdQ2bvg_pb_x600.png
Grand Fostó 2017;https://www.vivino.com/IT/en/marina-coppi-grand-fosto-2017/w/7648035;images/GrandFostó2017.png;https://images.vivino.com/thumbs/N5-EksE_TbeMwTQHF6mkaA_150x200.jpg
Sarmassa Barolo 2017;https://www.vivino.com/IT/en/virna-sarmassa-barolo-2017/w/1491275;images/SarmassaBarolo2017.png;https://images.vivino.com/thumbs/20Wdx2x7RdKMexAibS4Gyw_pb_x600.png
Bigolla 2012;https://www.vivino.com/IT/en/vigneti-massa-bigolla-2012/w/1237903;images/Bigolla2012.png;https://images.vivino.com/thumbs/wUfUcGneQyeml9t3zfED8A_pb_x600.png
Paiagallo Barolo 2015;https://www.vivino.com/IT/en/broccardo-paiagallo-barolo-2015/w/5296577;images/PaiagalloBarolo2015.png;https://images.vivino.com/thumbs/fMMuYlq2T0SzE9dLjYAPGQ_pb_x600.png
Barolo Castelletto Vigna Pressenda 2016;https://www.vivino.com/IT/en/azienda-agricola-conterno-fantino-barolo-castelletto-vigna-pressenda-barolo-2016/w/5394274;images/BaroloCastellettoVignaPressenda2016.png;https://images.vivino.com/thumbs/vkNjm_yISHq6iQZcHdB5HQ_pb_x600.png
