Wine;link;image_names;image_link
Croatina 2019;https://www.vivino.com/IT/en/davide-carlone-grignasco-croatina-2019/w/3615791;images/Croatina2019.png;https://images.vivino.com/thumbs/6P7V8w8lTRCHS_BptwQpjA_pb_x600.png
Barbera del Monferrato 2016;https://www.vivino.com/IT/en/luigi-tacchino-barbera-del-monferrato-2016/w/1415726;images/BarberadelMonferrato2016.png;https://images.vivino.com/thumbs/fyTbWd8HTx2606xGBa9u5A_pb_x600.png
Moscato d'Asti 2022;https://www.vivino.com/IT/en/sobrero-moscato-d-asti-2022/w/1668365;images/Moscatod'Asti2022.png;https://images.vivino.com/thumbs/93chVdsUQ16icIKQHYOCbg_pb_x600.png
Favorita Laganella 2022;https://www.vivino.com/IT/en/cascina-del-pozzo-langhe-favorita-laganella-2022/w/4559356;images/FavoritaLaganella2022.png;https://images.vivino.com/thumbs/8RXseYJ2QUKOqmCo1dUGYA_150x200.jpg
Briccolero Dogliani 2018;https://www.vivino.com/IT/en/chionetti-briccolero-dogliani-2018/w/1671582;images/BriccoleroDogliani2018.png;https://images.vivino.com/thumbs/91pbGUanQjeE_Cpi8vhcDA_pb_x600.png
Roero Arneis Sru 2020;https://www.vivino.com/IT/en/antica-cascina-dei-conti-di-roero-roero-arneis-sru-2020/w/8628041;images/RoeroArneisSru2020.png;https://images.vivino.com/thumbs/TgQHU6QDSJ2gcn9erzLS0w_150x200.jpg
Sfera Barbera Colli Tortonesi 2018;https://www.vivino.com/IT/en/vigneti-repetto-sfera-barbera-colli-tortonesi-2018/w/6874820;images/SferaBarberaColliTortonesi2018.png;https://images.vivino.com/thumbs/lGq4d-9RQlu9xqKSGzo1uw_pb_x600.png
Pasqualin Langhe Nebbiolo 2021;https://www.vivino.com/IT/en/pasquale-pelissero-pasqualin-langhe-nebbiolo-2021/w/1224842;images/PasqualinLangheNebbiolo2021.png;https://images.vivino.com/thumbs/XyX5nT7zSe2C7LSCMYhcmA_pb_x600.png
Braja Barbera del Monferrato 2020;https://www.vivino.com/IT/en/cascina-faletta-braja-barbera-del-monferrato-2020/w/2092946;images/BrajaBarberadelMonferrato2020.png;https://images.vivino.com/thumbs/CS1hV-81TVSI1VkE2xdvng_pb_x600.png
Roero Arneis Merica 2021;https://www.vivino.com/IT/en/cascina-ca-rossa-roero-arneis-merica-2021/w/77530;images/RoeroArneisMerica2021.png;https://images.vivino.com/thumbs/-5z2hItVQC-xcw3lh41bbw_pb_x600.png
Faje 'N  Ross Langhe Rosso 2018;https://www.vivino.com/IT/en/la-bioca-faje-n-ross-langhe-rosso-2018/w/3798797;images/Faje'NRossLangheRosso2018.png;https://images.vivino.com/thumbs/_pETfgQ1Rsq6aM95ro6_BA_pb_x600.png
Emilio Grignolino d'Asti 2020;https://www.vivino.com/IT/en/alemat-emilio-grignolino-d-asti-2020/w/2417439;images/EmilioGrignolinod'Asti2020.png;https://images.vivino.com/thumbs/Q5aoVKFHT36QFXxW7cDEag_pb_x600.png
Barbera d'Alba 2019;https://www.vivino.com/IT/en/corino-barbera-d-alba-2019/w/1099426;images/Barberad'Alba2019.png;https://images.vivino.com/thumbs/NFzJ56zdREC2Yz2mDqW2Jw_pb_x600.png
Moscato d'Asti Nivole 2022;https://www.vivino.com/IT/en/michele-chiarlo-moscato-d-asti-nivole-2022/w/86559;images/Moscatod'AstiNivole2022.png;https://images.vivino.com/thumbs/Us9KIO25Rbi-Tkyf7tQ7OA_pb_x600.png
Rosà Dolcetto 2019;https://www.vivino.com/IT/en/montariolo-rosa-dolcetto-2019/w/6693162;images/RosàDolcetto2019.png;https://images.vivino.com/thumbs/Vjug0MpSQySDCCOkJFIAvA_pb_x600.png
Langhe Nebbiolo 2019;https://www.vivino.com/IT/en/ca-bianca-langhe-nebbiolo-2019/w/8129771;images/LangheNebbiolo2019.png;https://images.vivino.com/thumbs/J8uHo5wLR6i1SlTwKtaAlw_pb_x600.png
Dolcetto d'Alba 2021;https://www.vivino.com/IT/en/massucco-dolcetto-d-alba-2021/w/2167568;images/Dolcettod'Alba2021.png;https://images.vivino.com/thumbs/ctjZOyMNSO2z6ugqI1qeAA_pb_x600.png
Dolcetto d'Alba 2019;https://www.vivino.com/IT/en/grimaldi-luigino-dolcetto-d-alba-2019/w/1145641;images/Dolcettod'Alba2019.png;https://images.vivino.com/thumbs/UgBJyijHSSOCbUCAh2zWbg_pb_x600.png
Dolcetto d'Alba 2019;https://www.vivino.com/IT/en/corino-dolcetto-d-alba-2019/w/1099442;images/Dolcettod'Alba2019.png;https://images.vivino.com/thumbs/Gyh7is3ZSg282_YSKXb0FA_pb_x600.png
Dabbene Dolcetto d'Alba 2021;https://www.vivino.com/IT/en/bovio-gianfranco-dabbene-dolcetto-d-alba-2021/w/1108390;images/DabbeneDolcettod'Alba2021.png;https://images.vivino.com/thumbs/VX_0Bn6CRq6Jt_iwX_ZPDw_pb_x600.png
Dolcetto d'Alba 2021;https://www.vivino.com/IT/en/marengo-mauro-dolcetto-d-alba-2021/w/3093550;images/Dolcettod'Alba2021.png;https://images.vivino.com/thumbs/015OZZBCToi953rGwvh5XA_pb_x600.png
Barbera d'Alba 2021;https://www.vivino.com/IT/en/fratelli-alessandria-barbera-d-alba-2021/w/73616;images/Barberad'Alba2021.png;https://images.vivino.com/thumbs/JGATe6VZQfCQQuuXZL3m9g_pb_x600.png
Grignolino 2019;https://www.vivino.com/IT/en/montariolo-grignolino-2019/w/3072071;images/Grignolino2019.png;https://images.vivino.com/thumbs/xPfw4SwyR1-gRppKCom67g_150x200.jpg
Ronzana Barbera d'Asti 2019;https://www.vivino.com/IT/en/fratelli-ferro-ronzana-barbera-d-asti-2019/w/1948628;images/RonzanaBarberad'Asti2019.png;https://images.vivino.com/thumbs/JouailXnSjqGlH7GFDNwow_150x200.jpg
Doppiadi Barbera d'Asti 2019;https://www.vivino.com/IT/en/marco-capra-doppiadi-barbera-d-asti-2019/w/4892114;images/DoppiadiBarberad'Asti2019.png;https://images.vivino.com/thumbs/tHkz-JthTsygaMGTD4tYLQ_pb_x600.png
Langhe Riesling 2015;https://www.vivino.com/IT/en/castello-di-neive-langhe-riesling-2015/w/1734367;images/LangheRiesling2015.png;https://images.vivino.com/thumbs/B5NETR3DTtK52i_WYHF1Lg_pb_x600.png
Birbet N.V.;https://www.vivino.com/IT/en/cascina-chicco-birbet-nv/w/1882458;images/BirbetN.V..png;https://images.vivino.com/thumbs/4YthAVWdRTqS2G9Be3ow5w_pb_x600.png
Per Elisa Moscato d'Asti 2021;https://www.vivino.com/IT/en/ca-de-lion-ghione-per-elisa-moscato-d-asti-moscato-dasti-2021/w/1889584;images/PerElisaMoscatod'Asti2021.png;https://images.vivino.com/thumbs/zbjiBgO2ShypThuCIBzWog_pb_x600.png
Barbera d'Alba 2021;https://www.vivino.com/IT/en/rocche-costamagna-barbera-d-alba-2021/w/2446422;images/Barberad'Alba2021.png;https://images.vivino.com/thumbs/HgY4X_uCQRKNmq_za_X51g_pb_x600.png
Nebbiolo 2021;https://www.vivino.com/IT/en/giovanni-prolo-nebbiolo-2021/w/5903300;images/Nebbiolo2021.png;https://images.vivino.com/thumbs/-3AwxfiXT2aNdMbWKRxykg_150x200.jpg
Stravisan Barbera d'Asti 2021;https://www.vivino.com/IT/en/stella-stravisan-barbera-d-asti-2021/w/1566905;images/StravisanBarberad'Asti2021.png;https://images.vivino.com/thumbs/qZd4TDhFQ4WQGzxNBMLmQA_pb_x600.png
Bel Roseto Piemonte Brachetto 2022;https://www.vivino.com/IT/en/cascina-fonda-bel-roseto-piemonte-brachetto-2022/w/1204920;images/BelRosetoPiemonteBrachetto2022.png;https://images.vivino.com/thumbs/G121pPfDR6q_fvjBY_0uGw_pb_x600.png
Felice Moscato d'Asti 2022;https://www.vivino.com/IT/en/marchesi-incisa-della-rocchetta-felice-moscato-d-asti-2022/w/1258337;images/FeliceMoscatod'Asti2022.png;https://images.vivino.com/thumbs/--tywGZvRZmEy0LGC179aw_150x200.jpg
Dolcetto d'Alba 2013;https://www.vivino.com/IT/en/bussia-soprana-dolcetto-d-alba-2013/w/2207391;images/Dolcettod'Alba2013.png;https://images.vivino.com/thumbs/EE6e76XbSgGYQ9Gq4Df9BQ_pb_x600.png
Dolcetto d'Alba Munfrina 2022;https://www.vivino.com/IT/en/pelissero-piedmont-dolcetto-d-alba-munfrina-2022/w/1100694;images/Dolcettod'AlbaMunfrina2022.png;https://images.vivino.com/thumbs/zXSOr0P1Rs-6kBYhqWxkKw_pb_x600.png
Barbera d'Alba 2021;https://www.vivino.com/IT/en/massucco-barbera-d-alba-barbera-dalba-2021/w/1842131;images/Barberad'Alba2021.png;https://images.vivino.com/wineries/33527/wines/0013hebxan3vu.JPG
Grignolino d'Asti 2021;https://www.vivino.com/IT/en/it-casorzo-grignolino-d-asti-2021/w/1456232;images/Grignolinod'Asti2021.png;https://images.vivino.com/thumbs/8zxzee41SfSyDTQrtk8J2Q_pb_x600.png
Favorita Langhe Le Rondini 2021;https://www.vivino.com/IT/en/terre-del-barolo-favorita-langhe-le-rondini-2021/w/1132397;images/FavoritaLangheLeRondini2021.png;https://images.vivino.com/thumbs/nZy_mDA5SG-Cuu2VkwSrPg_pb_x600.png
Dolcetto d'Alba 2019;https://www.vivino.com/IT/en/boffa-dolcetto-d-alba-2019/w/1187395;images/Dolcettod'Alba2019.png;https://images.vivino.com/thumbs/SzRG6EGDQOW-FFePIX9Q-Q_pb_x600.png
Asinoi Barbera d'Asti 2019;https://www.vivino.com/IT/en/carussin-asinoi-barbera-d-asti-2019/w/78601;images/AsinoiBarberad'Asti2019.png;https://images.vivino.com/thumbs/EP-B0Lm_RDqVCXY8sNs90Q_pb_x600.png
Lodoli Dolcetto d'Alba 2019;https://www.vivino.com/IT/en/it-ca-del-baio-lodoli-dolcetto-d-alba-2019/w/99726;images/LodoliDolcettod'Alba2019.png;https://images.vivino.com/thumbs/E1jsInLlTsiVc1E-4DeTxg_pb_x600.png
Lodoli Dolcetto d'Alba 2018;https://www.vivino.com/IT/en/it-ca-del-baio-lodoli-dolcetto-d-alba-2018/w/99726;images/LodoliDolcettod'Alba2018.png;https://images.vivino.com/thumbs/E1jsInLlTsiVc1E-4DeTxg_pb_x600.png
Barbera d'Asti Sabri 2021;https://www.vivino.com/IT/en/batasiolo-barbera-d-asti-sabri-2021/w/77761;images/Barberad'AstiSabri2021.png;https://images.vivino.com/thumbs/WMPyW-12Tcaarpj6_WtGNQ_pb_x600.png
Langhe Rosso 2020;https://www.vivino.com/IT/en/batasiolo-langhe-rosso-2020/w/77772;images/LangheRosso2020.png;https://images.vivino.com/thumbs/D28e5KGXSZGI-hvKhrY2eQ_pb_x600.png
Barbera d'Alba 2017;https://www.vivino.com/IT/en/marchesi-di-barolo-barbera-d-alba-barbera-dalba-2017/w/4115855;images/Barberad'Alba2017.png;https://images.vivino.com/thumbs/uAtn3FLpRUq4a6vImg1kbQ_150x200.jpg
Gavi del Comune di Gavi 2021;https://www.vivino.com/IT/en/olim-bauda-gavi-del-comune-di-gavi-2021/w/1956802;images/GavidelComunediGavi2021.png;https://images.vivino.com/thumbs/evYRcj4qTtu9WAfgI_JVow_pb_x600.png
Palás Barbera d'Asti 2022;https://www.vivino.com/IT/en/michele-chiarlo-palas-barbera-d-asti-2022/w/3234965;images/PalásBarberad'Asti2022.png;https://images.vivino.com/thumbs/NSW95rf1S_il1z4YGLQ3WA_pb_x600.png
Casa Scarpa Barbera d'Asti 2021;https://www.vivino.com/IT/en/scarpa-casa-scarpa-barbera-d-asti-2021/w/1149576;images/CasaScarpaBarberad'Asti2021.png;https://images.vivino.com/thumbs/mGs8UdSsT0upiFd7CYQD_g_pb_x600.png
Dolcetto D'Alba Di Diano Le Terre 2021;https://www.vivino.com/IT/en/terre-del-barolo-dolcetto-d-alba-di-diano-le-terre-2021/w/1132415;images/DolcettoD'AlbaDiDianoLeTerre2021.png;https://images.vivino.com/thumbs/xE2rokFBRKGcMM1zMhRDbA_pb_x600.png
Gavi 2022;https://www.vivino.com/IT/en/la-bollina-gavi-2022/w/1382694;images/Gavi2022.png;https://images.vivino.com/thumbs/KyS_Oe_IRpGTKc7bh71uqA_pb_x600.png
La Fornace Gavi 2022;https://www.vivino.com/IT/en/bergaglio-cinzia-la-fornace-gavi-2022/w/1659916;images/LaFornaceGavi2022.png;https://images.vivino.com/thumbs/2fwPDuVuRkuR5LzEh_9pgA_pb_x600.png
Langhe Nebbiolo 2021;https://www.vivino.com/IT/en/cascina-chicco-langhe-nebbiolo-2021/w/20947;images/LangheNebbiolo2021.png;https://images.vivino.com/thumbs/iFEnf-qtS5y_-tOEDAFJOw_pb_x600.png
Barbera d’Alba 2019;https://www.vivino.com/IT/en/azienda-agricola-germano-ettore-barbera-d-alba-barbera-dalba-2019/w/5971085;images/Barberad’Alba2019.png;https://images.vivino.com/thumbs/oikWUApxTVWIdppdA7hgLw_pb_x600.png
Zerolegno 2021;https://www.vivino.com/IT/en/gaudio-bricco-mondalino-gaudio-zerolegno-2021/w/1169193;images/Zerolegno2021.png;https://images.vivino.com/thumbs/MfTppX9IQOKVVnCzibwq3A_pb_x600.png
Dolcetto d’Alba 2021;https://www.vivino.com/IT/en/poderi-roccanera-dolcetto-d-alba-2021/w/7504543;images/Dolcettod’Alba2021.png;https://images.vivino.com/thumbs/rBt_s6Y0TF2edz0ly1Y0Gg_pb_x600.png
Verduno Pelaverga 2022;https://www.vivino.com/IT/en/it-belcolle-verduno-pelaverga-2022/w/17516;images/VerdunoPelaverga2022.png;https://images.vivino.com/thumbs/aeSK8mX8T3yYMpdW0_5tqA_pb_x600.png
Cursalet Dogliani 2020;https://www.vivino.com/IT/en/gillardi-cursalet-dogliani-2020/w/1612096;images/CursaletDogliani2020.png;https://images.vivino.com/thumbs/G4aXZz-YRNmauTIJm5PWNw_pb_x600.png
Prasué Chardonnay 2020;https://www.vivino.com/IT/en/saracco-paolo-prasue-chardonnay-2020/w/20811;images/PrasuéChardonnay2020.png;https://images.vivino.com/thumbs/GoSiN42fT5eKrBet4iFhzQ_pb_x600.png
Riesling Langhe 2020;https://www.vivino.com/IT/en/saracco-paolo-riesling-langhe-2020/w/1677020;images/RieslingLanghe2020.png;https://images.vivino.com/thumbs/S2t4VFv8SOWNKeOOVTZt9g_pb_x600.png
Vigne in Pianezzo Dogliani 2021;https://www.vivino.com/IT/en/francesco-boschis-vigne-in-pianezzo-dogliani-2021/w/1183851;images/VigneinPianezzoDogliani2021.png;https://images.vivino.com/thumbs/utRi2sHwTKq67CzJhPRm7Q_pb_x600.png
Arneis Roero Tistin 2022;https://www.vivino.com/IT/en/abbona-marziano-and-c-ss-arneis-roero-tistin-2022/w/1598911;images/ArneisRoeroTistin2022.png;https://images.vivino.com/thumbs/0kGr-s-gTDioe2QX7JqmwA_pb_x600.png
Basaricò Langhe Sauvignon 2020;https://www.vivino.com/IT/en/adriano-marco-e-vittorio-basarico-langhe-sauvignon-langhe-2020/w/1168324;images/BasaricòLangheSauvignon2020.png;https://images.vivino.com/thumbs/u_OB5krPSxeSN7bxz6m2Bw_pb_x600.png
Camestrì Roero Arneis 2021;https://www.vivino.com/IT/en/marco-porello-camestri-roero-arneis-2021/w/91748;images/CamestrìRoeroArneis2021.png;https://images.vivino.com/thumbs/LthgyVBIQUeW1pliFREvXQ_pb_x600.png
La Romba Rosso 2019;https://www.vivino.com/IT/en/la-colombera-la-romba-rosso-2019/w/3874096;images/LaRombaRosso2019.png;https://images.vivino.com/thumbs/s4rzhKtPRe2lTzCHCAVbZA_pb_x600.png
Dosset Rosso 2022;https://www.vivino.com/IT/en/azienda-agricola-ferdinando-principiano-dosset-rosso-2022/w/1981086;images/DossetRosso2022.png;https://images.vivino.com/thumbs/Aja5O0GqTAa85UpmuLwnBQ_pb_x600.png
Dolcetto d'Alba Bricco di Vergne 2021;https://www.vivino.com/IT/en/batasiolo-dolcetto-d-alba-bricco-di-vergne-2021/w/77764;images/Dolcettod'AlbaBriccodiVergne2021.png;https://images.vivino.com/thumbs/s-xPKp2JQfCjUUZldZMFuA_pb_x600.png
Blagheur Langhe Nebbiolo 2021;https://www.vivino.com/IT/en/taliano-michele-blagheur-langhe-nebbiolo-2021/w/1893028;images/BlagheurLangheNebbiolo2021.png;https://images.vivino.com/thumbs/C56Y5atBSgevEgJjC00aYw_pb_x600.png
Barbera Appassimento 2020;https://www.vivino.com/IT/en/ricossa-barbera-appassimento-2020/w/3957747;images/BarberaAppassimento2020.png;https://images.vivino.com/thumbs/bw2JUexEShySJ3Z_lk8CZw_pb_x600.png
Nebbiolo d'Alba I Lioni 2021;https://www.vivino.com/IT/en/deltetto-nebbiolo-d-alba-i-lioni-2021/w/6386032;images/Nebbiolod'AlbaILioni2021.png;https://images.vivino.com/thumbs/Mj6bEHH4TQKAntS1ukU1yw_pb_x600.png
Dosset Rosso 2021;https://www.vivino.com/IT/en/azienda-agricola-ferdinando-principiano-dosset-rosso-2021/w/1981086;images/DossetRosso2021.png;https://images.vivino.com/thumbs/Aja5O0GqTAa85UpmuLwnBQ_pb_x600.png
Pietra del Galio 2021;https://www.vivino.com/IT/en/vigneti-massa-pietra-del-galio-2021/w/1696968;images/PietradelGalio2021.png;https://images.vivino.com/thumbs/keA181AUQGqHHvO5Unb3ww_pb_x600.png
Trabucco Barbera d'Asti Superiore 2018;https://www.vivino.com/IT/en/maranzana-trabucco-barbera-d-asti-superiore-2018/w/1561852;images/TrabuccoBarberad'AstiSuperiore2018.png;https://images.vivino.com/thumbs/HOWCvhjTQ0KqZr1ncXZmrA_pb_x600.png
Le Giare Albarossa 2020;https://www.vivino.com/IT/en/maranzana-le-giare-albarossa-2020/w/2520966;images/LeGiareAlbarossa2020.png;https://images.vivino.com/thumbs/VW_r8qRlRrCLpr4v4nS-JQ_pb_x600.png
Pasqualin Langhe Nebbiolo 2020;https://www.vivino.com/IT/en/pasquale-pelissero-pasqualin-langhe-nebbiolo-2020/w/1224842;images/PasqualinLangheNebbiolo2020.png;https://images.vivino.com/thumbs/XyX5nT7zSe2C7LSCMYhcmA_pb_x600.png
Gavi La Scolca (White label) 2022;https://www.vivino.com/IT/en/it-la-scolca-gavi-la-scolca-white-label-2022/w/5656465;images/GaviLaScolca(Whitelabel)2022.png;https://images.vivino.com/thumbs/EOjy8y1MQke5pPDkZGjG8g_pb_x600.png
Particella 40 Bianco 2022;https://www.vivino.com/IT/en/valle-roncati-particella-40-bianco-2022/w/2710601;images/Particella40Bianco2022.png;https://images.vivino.com/thumbs/PzGVOSX_Sfm7xq41tHQ3bA_pb_x600.png
Tardivo 2021;https://www.vivino.com/IT/en/cascina-fonda-tardivo-2021/w/2129969;images/Tardivo2021.png;https://images.vivino.com/thumbs/QtotKBRMSYW7hXhYGHmP7g_pb_x600.png
Erbaluce di Caluso Tre Ciochè 2022;https://www.vivino.com/IT/en/silva-erbaluce-di-caluso-tre-cioche-2022/w/1972352;images/ErbalucediCalusoTreCiochè2022.png;https://images.vivino.com/thumbs/4kw8JFjRTPau5op0mcGviw_pb_x600.png
Tucc-un 2018;https://www.vivino.com/IT/en/cieck-tucc-un-2018/w/10051440;images/Tucc-un2018.png;https://images.vivino.com/thumbs/OBa5fKafQryiUzs2vMmBPA_pb_x600.png
Grignolino d'Asti 2021;https://www.vivino.com/IT/en/marchesi-incisa-della-rocchetta-grignolino-d-asti-2021/w/17592;images/Grignolinod'Asti2021.png;https://images.vivino.com/thumbs/KvPvw-KoSgupG7_bsW7O1A_pb_x600.png
Roero Arneis 2022;https://www.vivino.com/IT/en/it-matteo-correggia-roero-arneis-2022/w/97367;images/RoeroArneis2022.png;https://images.vivino.com/thumbs/YALM10cCTcexVKagtdID6A_pb_x600.png
Moscato d'Asti 2021;https://www.vivino.com/IT/en/ca-ed-balos-moscato-d-asti-2021/w/1274849;images/Moscatod'Asti2021.png;https://images.vivino.com/thumbs/5OjjJEDLShiAvxKmBq2HnQ_pb_x600.png
Airales Monferrato 2020;https://www.vivino.com/IT/en/vicara-airales-monferrato-2020/w/2008580;images/AiralesMonferrato2020.png;https://images.vivino.com/thumbs/lYqY3fvjRiG5zrGAMSMuvg_pb_x600.png
Barbera d'Alba 2020;https://www.vivino.com/IT/en/antica-cascina-dei-conti-di-roero-barbera-d-alba-2020/w/1138784;images/Barberad'Alba2020.png;https://images.vivino.com/thumbs/XoRexaFXSMCdey2PVb0Uuw_150x200.jpg
Limonte Grignolino d'Asti 2020;https://www.vivino.com/IT/en/braida-limonte-grignolino-d-asti-2020/w/15139;images/LimonteGrignolinod'Asti2020.png;https://images.vivino.com/thumbs/MWT6IdcVRlO_GM_1sopx_Q_pb_x600.png
Settefiglie Nebbiolo Langhe 2019;https://www.vivino.com/IT/en/vinchio-vaglio-serra-settefiglie-nebbiolo-langhe-2019/w/2786577;images/SettefiglieNebbioloLanghe2019.png;https://images.vivino.com/thumbs/RFHAh4ZFR0iBEqeEo1M3Ag_pb_x600.png
Dolcetto d'Alba 2019;https://www.vivino.com/IT/en/g-d-vajra-dolcetto-d-alba-2019/w/1100131;images/Dolcettod'Alba2019.png;https://images.vivino.com/thumbs/1Byo3APfR4qz_p_ebkzQ3g_pb_x600.png
Il Forno  Freisa d'Asti 2019;https://www.vivino.com/IT/en/cascina-gilli-il-forno-freisa-d-asti-2019/w/2305297;images/IlFornoFreisad'Asti2019.png;https://images.vivino.com/thumbs/7DVMFZCIQvSV7QASueirlQ_pb_x600.png
Le Marne Gavi 2021;https://www.vivino.com/IT/en/michele-chiarlo-le-marne-gavi-2021/w/1173926;images/LeMarneGavi2021.png;https://images.vivino.com/thumbs/3YPytfqVRS6Q-LyCDFY00Q_pb_x600.png
Dolcetto d'Alba 2021;https://www.vivino.com/IT/en/g-d-vajra-dolcetto-d-alba-2021/w/1100131;images/Dolcettod'Alba2021.png;https://images.vivino.com/thumbs/1Byo3APfR4qz_p_ebkzQ3g_pb_x600.png
Galanera Barbera d'Asti Superiore 2019;https://www.vivino.com/IT/en/duchessa-lia-galanera-barbera-d-asti-superiore-2019/w/6815362;images/GalaneraBarberad'AstiSuperiore2019.png;https://images.vivino.com/thumbs/RSnNj4aDTn6NVLTWp4TNlw_pb_x600.png
Volpuva Barbera del Monferrato 2021;https://www.vivino.com/IT/en/vicara-volpuva-barbera-del-monferrato-2021/w/1207218;images/VolpuvaBarberadelMonferrato2021.png;https://images.vivino.com/thumbs/ZAlIlsO1RNuWDxaUp6yJyw_pb_x600.png
Nebbiolo d'Alba 2020;https://www.vivino.com/IT/en/balbi-soprani-d-alba-nebbiolo-2020/w/26094;images/Nebbiolod'Alba2020.png;https://images.vivino.com/thumbs/IBV-UDkdR--YII3V2_hozA_pb_x600.png
Marne Bianco 2021;https://www.vivino.com/IT/en/le-marne-marne-bianco-2021/w/3892133;images/MarneBianco2021.png;https://images.vivino.com/thumbs/uF4a-0pBT_Sbz9KtSaSUYw_pb_x600.png
Montalto Grignolino d'Asti 2020;https://www.vivino.com/IT/en/gatto-pierfrancesco-montalto-grignolino-d-asti-2020/w/1896636;images/MontaltoGrignolinod'Asti2020.png;https://images.vivino.com/thumbs/oY-BddecS92Wji8mRWf-BA_pb_x600.png
Il Fiore 2022;https://www.vivino.com/IT/en/braida-il-fiore-2022/w/1163568;images/IlFiore2022.png;https://images.vivino.com/thumbs/gMOo12RtTqe70F2sn8hiYg_pb_x600.png
Dolcetto d'Alba 2021;https://www.vivino.com/IT/en/luigi-oddero-dolcetto-d-alba-2021/w/1663652;images/Dolcettod'Alba2021.png;https://images.vivino.com/thumbs/gWMbWNljR1W1tRuBU-4YTA_pb_x600.png
Dolcetto d'Alba 2021;https://www.vivino.com/IT/en/sandrone-luciano-dolcetto-d-alba-2021/w/23364;images/Dolcettod'Alba2021.png;https://images.vivino.com/thumbs/D_uzOJJ1RLSr0Rl_r7hZXw_pb_x600.png
Viadelsale Langhe Bianco 2021;https://www.vivino.com/IT/en/fontanafredda-viadelsale-langhe-bianco-2021/w/8806382;images/ViadelsaleLangheBianco2021.png;https://images.vivino.com/thumbs/mcA9zChKQf6iSycp2z65oA_150x200.jpg
La Cura Bianco 2022;https://www.vivino.com/IT/en/cantina-pidrin-la-cura-bianco-2022/w/8778859;images/LaCuraBianco2022.png;https://images.vivino.com/thumbs/5ljFkUAITT6DntIemK2JnQ_pb_x600.png
Barbera d'Alba Battaglione 2021;https://www.vivino.com/IT/en/renato-ratti-barbera-d-alba-battaglione-2021/w/2824162;images/Barberad'AlbaBattaglione2021.png;https://images.vivino.com/thumbs/R6PO7XkzSnWp9AIUNcziOQ_pb_x600.png
Favorita Langhe 2020;https://www.vivino.com/IT/en/monchiero-carbone-favorita-langhe-2020/w/1671110;images/FavoritaLanghe2020.png;https://images.vivino.com/thumbs/2NNMFsEgQx-CDkdNgBBEJQ_pb_x600.png
Dolcetto d'Alba 2021;https://www.vivino.com/IT/en/cordero-di-montezemolo-dolcetto-d-alba-2021/w/8787;images/Dolcettod'Alba2021.png;https://images.vivino.com/thumbs/lKTxRnPEQl6UXUL6qMkZrQ_pb_x600.png
Le Masche Barbera d'Alba Superiore 2021;https://www.vivino.com/IT/en/it-belcolle-le-masche-barbera-d-alba-superiore-2021/w/17511;images/LeMascheBarberad'AlbaSuperiore2021.png;https://images.vivino.com/thumbs/6n2xCTrxRyaHOfbE1-Jaiw_pb_x600.png
Sori Dij But Dogliani 2019;https://www.vivino.com/IT/en/anna-maria-abbona-sori-dij-but-dogliani-2019/w/1194387;images/SoriDijButDogliani2019.png;https://images.vivino.com/thumbs/CFn1vpf7TPqDm3Kp6FfAwA_pb_x600.png
Rita Langhe Rosato 2021;https://www.vivino.com/IT/en/ca-viola-rita-langhe-rosato-2021/w/8362196;images/RitaLangheRosato2021.png;https://images.vivino.com/thumbs/pNxRLks4TTSE0g4HoDpI1Q_pb_x600.png
Barbera d'Alba 2022;https://www.vivino.com/IT/en/massolino-barbera-d-alba-barbera-dalba-2022/w/79967;images/Barberad'Alba2022.png;https://images.vivino.com/thumbs/MsRtr96RT-KsZ1VbgUnzTg_pb_x600.png
San Sebastiano Barbera d’Asti Superiore 2021;https://www.vivino.com/IT/en/poggio-ridente-barbera-d-asti-san-sebastiano-2021/w/4345434;images/SanSebastianoBarberad’AstiSuperiore2021.png;https://images.vivino.com/thumbs/vdLZgyFXScSH1RDXRku1Tw_pb_x600.png
Sakura Selection Moscato d'Asti 2022;https://www.vivino.com/IT/en/saracco-paolo-sakura-selection-moscato-d-asti-2022/w/7222606;images/SakuraSelectionMoscatod'Asti2022.png;https://images.vivino.com/thumbs/C8mtuGMyRkmAePl4iZEhiQ_pb_x600.png
Dogliani 2021;https://www.vivino.com/IT/en/terre-del-barolo-dogliani-2021/w/1181758;images/Dogliani2021.png;https://images.vivino.com/thumbs/U01l7ra3QPWOBeInt1asMg_pb_x600.png
La Serra Moscato d'Asti 2022;https://www.vivino.com/IT/en/cisa-asinari-la-serra-moscato-d-asti-2022/w/82397;images/LaSerraMoscatod'Asti2022.png;https://images.vivino.com/thumbs/1tB31v4DSRmZA_g9e_RVHQ_pb_x600.png
Vigna di Mezzo Barbera 2020;https://www.vivino.com/IT/en/valle-roncati-vigna-di-mezzo-barbera-2020/w/2642003;images/VignadiMezzoBarbera2020.png;https://images.vivino.com/thumbs/tf4m5fVcT4W9sfFGabjwvA_pb_x600.png
Dolcetto d'Alba 2022;https://www.vivino.com/IT/en/it-la-ca-nova-dolcetto-d-alba-2022/w/1541920;images/Dolcettod'Alba2022.png;https://images.vivino.com/thumbs/sa6MR0niQ7-_q2y1EIeTVQ_pb_x600.png
