Wine,link,Link_wine,image_link,image_names
Ceccante Cabernet Sauvignon 2000,https://www.vivino.com/IT/en/grillesino-ceccante-cabernet-sauvignon-2000/w/2820515,https://www.wine-searcher.com/find/grillesino+ceccante+cabernet+sauvignon/2000/#t4,https://images.vivino.com/thumbs/qsSamFimSl2rnT5-LEyWZA_pb_x600.png,CeccanteCabernetSauvignon2000.png
Fedardo 2011,https://www.vivino.com/IT/en/cosimo-maria-masini-fedardo-2011/w/2304216,https://www.wine-searcher.com/find/cosimo+maria+masini+fedardo/2011/#t4,https://images.vivino.com/thumbs/KyDDAd19TUq9eiNiqq64ZQ_pb_x600.png,Fedardo2011.png
Vin Santo del Chianti 2015,https://www.vivino.com/IT/en/marini-giuseppe-vin-santo-del-chianti-2015/w/1273921,https://www.wine-searcher.com/find/marini+giuseppe+vin+santo+del+chianti/2015/#t4,https://images.vivino.com/thumbs/fb5yON77TN2a672U5TcL5Q_150x200.jpg,VinSantodelChianti2015.png
Doccio a Matteo Riserva 2006,https://www.vivino.com/IT/en/caparsa-doccio-a-matteo-riserva-2006/w/1170339,https://www.wine-searcher.com/find/caparsa+doccio+a+matteo+riserva/2006/#t4,https://images.vivino.com/thumbs/109-NX_0Tq6qpP2pemGh2w_pb_x600.png,DoccioaMatteoRiserva2006.png
Massaretta 2004,https://www.vivino.com/IT/en/cima-toscana-massaretta-2004/w/1756559,https://www.wine-searcher.com/find/cima+toscana+massaretta/2004/#t4,https://images.vivino.com/thumbs/1375245506_52652_150x200.jpg,Massaretta2004.png
Brunello di Montalcino 2018,https://www.vivino.com/IT/en/az-ag-la-fortuna-brunello-di-montalcino-2018/w/1149018,https://www.wine-searcher.com/find/az+ag+la+fortuna+brunello+di+montalcino/2018/#t4,https://images.vivino.com/thumbs/cqJuIbLUSvmog74yTld8iA_pb_x600.png,BrunellodiMontalcino2018.png
Brunello di Montalcino 2017,https://www.vivino.com/IT/en/collelceto-brunello-di-montalcino-2017/w/779051,https://www.wine-searcher.com/find/collelceto+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/-Lvuj2F6SfStzNoOnGciSQ_pb_x600.png,BrunellodiMontalcino2017.png
Villa di Bagnolo Pinot Nero 2008,https://www.vivino.com/IT/en/marchesi-pancrazi-villa-di-bagnolo-pinot-nero-2008/w/1267222,https://www.wine-searcher.com/find/marchesi+pancrazi+villa+di+bagnolo+pinot+nero/2008/#t4,https://images.vivino.com/thumbs/e4vAb8_aTnWN_Z-0y-WMSQ_pb_x600.png,VilladiBagnoloPinotNero2008.png
Chianti Classico Riserva 2016,https://www.vivino.com/IT/en/poggio-torselli-chianti-classico-riserva-2016/w/1968239,https://www.wine-searcher.com/find/poggio+torselli+chianti+classico+riserva/2016/#t4,https://images.vivino.com/thumbs/JmBXpLTLT_yY1i2PuztH2w_pb_x600.png,ChiantiClassicoRiserva2016.png
Vigna Piuca Gran Selezione Chianti Classico 2016,https://www.vivino.com/IT/en/castellinuzza-e-piuca-vigna-piuca-gran-selezione-chianti-classico-2016/w/9699419,https://www.wine-searcher.com/find/castellinuzza+e+piuca+vigna+piuca+gran+selezione+chianti+classico/2016/#t4,https://images.vivino.com/thumbs/LG7V9FDMSj688m2_ytnZdQ_150x200.jpg,VignaPiucaGranSelezioneChiantiClassico2016.png
Cabernet Conca d'Oro 2011,https://www.vivino.com/IT/en/it-renzo-marinai-cabernet-conca-d-oro-2011/w/1144818,https://www.wine-searcher.com/find/it+renzo+marinai+cabernet+conca+d+oro/2011/#t4,https://images.vivino.com/thumbs/Ang9-QSZRY6KFpdoyW6ymg_pb_x600.png,CabernetConcad'Oro2011.png
Vino Nobile di Montepulciano 2006,https://www.vivino.com/IT/en/le-casalte-vino-nobile-di-montepulciano-2006/w/1228022,https://www.wine-searcher.com/find/le+casalte+vino+nobile+di+montepulciano/2006/#t4,https://images.vivino.com/thumbs/LuRN1b-sTROXS6-QJG1kYw_pb_x600.png,VinoNobilediMontepulciano2006.png
Syrah 2016,https://www.vivino.com/IT/en/lenzini-syrah-2016/w/1274883,https://www.wine-searcher.com/find/lenzini+syrah/2016/#t4,https://images.vivino.com/thumbs/xr3uKEumRqSvLj6iku2nFw_pb_x600.png,Syrah2016.png
Ilatraia 2005,https://www.vivino.com/IT/en/brancaia-tuscany-ilatraia-2005/w/12405,https://www.wine-searcher.com/find/brancaia+tuscany+ilatraia/2005/#t4,https://images.vivino.com/thumbs/b5IqZnN0SLKE3LvWMnPtCQ_pb_x600.png,Ilatraia2005.png
Vin Santo Di Carmignano Riserva 2010,https://www.vivino.com/IT/en/tenuta-di-capezzana-vin-santo-di-carmignano-riserva-2010/w/1945690,https://www.wine-searcher.com/find/tenuta+di+capezzana+vin+santo+di+carmignano+riserva/2010/#t4,https://images.vivino.com/thumbs/hs2rA8mBR9Ge4m19aVm8bw_pb_x600.png,VinSantoDiCarmignanoRiserva2010.png
Piano Piano Poco Poco 2014,https://www.vivino.com/IT/en/casavyc-piano-poco-2014/w/1526564,https://www.wine-searcher.com/find/casavyc+piano+poco/2014/#t4,https://images.vivino.com/thumbs/3hY4CCefSnWuRDiWlqWRTQ_150x200.jpg,PianoPianoPocoPoco2014.png
Il Passito di Corzano 2015,https://www.vivino.com/IT/en/fattoria-corzano-e-paterno-il-passito-di-corzano-2015/w/94003,https://www.wine-searcher.com/find/fattoria+corzano+e+paterno+il+passito+di+corzano/2015/#t4,https://images.vivino.com/thumbs/acgugM5rSMS8iRszLAyuRw_pb_x600.png,IlPassitodiCorzano2015.png
Marsiliana 2016,https://www.vivino.com/IT/en/tenuta-la-marsiliana-marsiliana-2016/w/2123997,https://www.wine-searcher.com/find/tenuta+la+marsiliana+marsiliana/2016/#t4,https://images.vivino.com/thumbs/Hh8_nsjJRcedFN4opT34Ig_pb_x600.png,Marsiliana2016.png
Fabrizio Bianchi Chardonnay 2018,https://www.vivino.com/IT/en/castello-di-monsanto-fabrizio-bianchi-chardonnay-2018/w/1155715,https://www.wine-searcher.com/find/castello+di+monsanto+fabrizio+bianchi+chardonnay/2018/#t4,https://images.vivino.com/thumbs/6pjdsJCZQGSACnC2oXILIw_pb_x600.png,FabrizioBianchiChardonnay2018.png
Chianti Classico Riserva 2016,https://www.vivino.com/IT/en/castello-di-querceto-chianti-classico-riserva-2016/w/15634,https://www.wine-searcher.com/find/castello+di+querceto+chianti+classico+riserva/2016/#t4,https://images.vivino.com/thumbs/5912xAThTNmPLr_KSwbdRQ_pb_x600.png,ChiantiClassicoRiserva2016.png
Campo della Pieve Vernaccia di San Gimignano 2017,https://www.vivino.com/IT/en/il-colombaio-di-santachiara-campo-della-pieve-vernaccia-di-san-gimignano-2017/w/1415244,https://www.wine-searcher.com/find/il+colombaio+di+santachiara+campo+della+pieve+vernaccia+di+san+gimignano/2017/#t4,https://images.vivino.com/thumbs/AGSW0lxWRwqYV-BdMbj9cw_pb_x600.png,CampodellaPieveVernacciadiSanGimignano2017.png
Moraia 2016,https://www.vivino.com/IT/en/canto-alla-moraia-canto-alla-toscana-2016/w/1720782,https://www.wine-searcher.com/find/canto+alla+moraia+canto+alla+toscana/2016/#t4,https://images.vivino.com/thumbs/hfPrS9BUTEaRVNkSzhjxNQ_pb_x600.png,Moraia2016.png
Le Trame Chianti Classico 2017,https://www.vivino.com/IT/en/le-boncie-le-trame-chianti-classico-2017/w/1175407,https://www.wine-searcher.com/find/le+boncie+le+trame+chianti+classico/2017/#t4,https://images.vivino.com/thumbs/47Pt-IPeQxOOasFs1ywe8w_pb_x600.png,LeTrameChiantiClassico2017.png
CiFRA Cabernet Franc 2016,https://www.vivino.com/IT/en/duemani-cifra-cabernet-franc-2016/w/1812684,https://www.wine-searcher.com/find/duemani+cifra+cabernet+franc/2016/#t4,https://images.vivino.com/thumbs/RA5iBwZ_R8C6C1dyDz4S6g_pb_x600.png,CiFRACabernetFranc2016.png
Sister Moon 2016,https://www.vivino.com/IT/en/tenuta-il-palagio-sister-moon-2016/w/1366941,https://www.wine-searcher.com/find/tenuta+il+palagio+sister+moon/2016/#t4,https://images.vivino.com/thumbs/GQYvMZiLTW2yGA_waJvjQA_pb_x600.png,SisterMoon2016.png
Chianti Classico Riserva 2016,https://www.vivino.com/IT/en/it-renzo-marinai-chianti-classico-riserva-2016/w/2433313,https://www.wine-searcher.com/find/it+renzo+marinai+chianti+classico+riserva/2016/#t4,https://images.vivino.com/thumbs/iofsTC9XSAeZIP-mOV9wYg_pb_x600.png,ChiantiClassicoRiserva2016.png
Esperienze 2015,https://www.vivino.com/IT/en/macchion-dei-lupi-esperienze-2015/w/2032650,https://www.wine-searcher.com/find/macchion+dei+lupi+esperienze/2015/#t4,https://images.vivino.com/thumbs/IAxsVsphTm68xTLLNkE1Fg_pb_x600.png,Esperienze2015.png
CiFRA Cabernet Franc 2018,https://www.vivino.com/IT/en/duemani-cifra-cabernet-franc-2018/w/1812684,https://www.wine-searcher.com/find/duemani+cifra+cabernet+franc/2018/#t4,https://images.vivino.com/thumbs/RA5iBwZ_R8C6C1dyDz4S6g_pb_x600.png,CiFRACabernetFranc2018.png
Brunello di Montalcino 2018,https://www.vivino.com/IT/en/azienda-agricola-agrtiturismo-verbena-brunello-di-montalcino-2018/w/19702,https://www.wine-searcher.com/find/azienda+agricola+agrtiturismo+verbena+brunello+di+montalcino/2018/#t4,https://images.vivino.com/thumbs/bemI9_t_QTilzwZToR6N6A_pb_x600.png,BrunellodiMontalcino2018.png
Oltreconfine Grenache 2019,https://www.vivino.com/IT/en/bruni-oltreconfine-grenache-2019/w/3247631,https://www.wine-searcher.com/find/bruni+oltreconfine+grenache/2019/#t4,https://images.vivino.com/thumbs/IRXsM-mZTMeAoIKqfNVUQA_pb_x600.png,OltreconfineGrenache2019.png
Brunello di Montalcino 2017,https://www.vivino.com/IT/en/tenuta-castelgiocondo-brunello-di-montalcino-2017/w/1098912,https://www.wine-searcher.com/find/tenuta+castelgiocondo+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/r-gX8QN7ToCzZK-nR8hRZw_pb_x600.png,BrunellodiMontalcino2017.png
Soraldo Vino Nobile di Montepulciano 2017,https://www.vivino.com/IT/en/de-ricci-soraldo-vino-nobile-di-montepulciano-vino-nobile-di-montepulciano-2017/w/5196506,https://www.wine-searcher.com/find/de+ricci+soraldo+vino+nobile+di+montepulciano+vino+nobile+di+montepulciano/2017/#t4,https://images.vivino.com/thumbs/FBhUiOZ0S12Yh5YbM3aJlQ_pb_x600.png,SoraldoVinoNobilediMontepulciano2017.png
Regina di Renieri 2018,https://www.vivino.com/IT/en/renieri-regina-di-renieri-2018/w/1288121,https://www.wine-searcher.com/find/renieri+regina+di+renieri/2018/#t4,https://images.vivino.com/thumbs/_wrLy5CnTfm9Y5SUCYX47Q_pb_x600.png,ReginadiRenieri2018.png
Nero della Spinosa Syrah 2007,https://www.vivino.com/IT/en/fattoria-colle-verde-nero-della-spinosa-syrah-2007/w/1773144,https://www.wine-searcher.com/find/fattoria+colle+verde+nero+della+spinosa+syrah/2007/#t4,https://images.vivino.com/thumbs/OuzOIrXRROu3ZFe6F0VKfg_pb_x600.png,NerodellaSpinosaSyrah2007.png
Primamateria 2006,https://www.vivino.com/IT/en/fattoria-poggerino-primamateria-2006/w/1173639,https://www.wine-searcher.com/find/fattoria+poggerino+primamateria/2006/#t4,https://images.vivino.com/thumbs/da1kQqxRTBmi3AG6dHINaQ_pb_x600.png,Primamateria2006.png
Geremia Toscana 2007,https://www.vivino.com/IT/en/rocca-di-montegrossi-geremia-toscana-2007/w/1172075,https://www.wine-searcher.com/find/rocca+di+montegrossi+geremia+toscana/2007/#t4,https://images.vivino.com/thumbs/IrXzhWvZSJmyKE9JdpTpKQ_pb_x600.png,GeremiaToscana2007.png
Sorpasso 2009,https://www.vivino.com/IT/en/fortulla-sorpasso-tuscany-2009/w/1972294,https://www.wine-searcher.com/find/fortulla+sorpasso+tuscany/2009/#t4,https://images.vivino.com/thumbs/fnHKRGBQQteSVyRlXxrZKQ_pb_x600.png,Sorpasso2009.png
Dedicato a Vittorio Bolgheri Superiore Rosso 2017,https://www.vivino.com/IT/en/campo-al-pero-dedicato-a-vittorio-bolgheri-superiore-rosso-2017/w/7457338,https://www.wine-searcher.com/find/campo+al+pero+dedicato+a+vittorio+bolgheri+superiore+rosso/2017/#t4,https://images.vivino.com/thumbs/geU_za7hThSKbT5zGTagOw_150x200.jpg,DedicatoaVittorioBolgheriSuperioreRosso2017.png
Lumeo 2019,https://www.vivino.com/IT/en/oliviero-toscani-lumeo-tuscany-red-wine-2019/w/5964767,https://www.wine-searcher.com/find/oliviero+toscani+lumeo+tuscany+red+wine/2019/#t4,https://images.vivino.com/thumbs/zLBazon5RaawtmTlbqrNAQ_pb_x600.png,Lumeo2019.png
Vieni Via Con Me. 2019,https://www.vivino.com/IT/en/oliviero-toscani-vieni-via-con-me-tuscany-2019/w/8032911,https://www.wine-searcher.com/find/oliviero+toscani+vieni+via+con+me+tuscany/2019/#t4,https://images.vivino.com/thumbs/7szrNgRrTFaCFQOioNEBcg_pb_x600.png,VieniViaConMe.2019.png
Campolucci 2004,https://www.vivino.com/IT/en/mannucci-droandi-campolucci-2004/w/21116,https://www.wine-searcher.com/find/mannucci+droandi+campolucci/2004/#t4,https://images.vivino.com/thumbs/FxUZpP_SSh6Jogs-svihyw_pb_x600.png,Campolucci2004.png
Dulcamara 2008,https://www.vivino.com/IT/en/i-giusti-and-zanza-dulcamara-2008/w/78544,https://www.wine-searcher.com/find/i+giusti+and+zanza+dulcamara/2008/#t4,https://images.vivino.com/thumbs/kM8I6TBiRw-aFU3u3VEwaQ_pb_x600.png,Dulcamara2008.png
Fabrizio Bianchi Chardonnay 2020,https://www.vivino.com/IT/en/castello-di-monsanto-fabrizio-bianchi-chardonnay-2020/w/1155715,https://www.wine-searcher.com/find/castello+di+monsanto+fabrizio+bianchi+chardonnay/2020/#t4,https://images.vivino.com/thumbs/6pjdsJCZQGSACnC2oXILIw_pb_x600.png,FabrizioBianchiChardonnay2020.png
Brunello di Montalcino 2018,https://www.vivino.com/IT/en/agostina-pieri-brunello-di-montalcino-2018/w/1106030,https://www.wine-searcher.com/find/agostina+pieri+brunello+di+montalcino/2018/#t4,https://images.vivino.com/thumbs/8NPSoqWYRdCN6goxUEcY4Q_pb_x600.png,BrunellodiMontalcino2018.png
Canaiolo 2017,https://www.vivino.com/IT/en/castello-della-paneretta-canaiolo-2017/w/1212395,https://www.wine-searcher.com/find/castello+della+paneretta+canaiolo/2017/#t4,https://images.vivino.com/thumbs/oMxqdNNgSGqMTt2qJsBSgQ_pb_x600.png,Canaiolo2017.png
Brunello di Montalcino 2016,https://www.vivino.com/IT/en/it-ventolaio-brunello-di-montalcino-2016/w/1235149,https://www.wine-searcher.com/find/it+ventolaio+brunello+di+montalcino/2016/#t4,https://images.vivino.com/thumbs/CHll0kutSMa-vnxLJjvweg_pb_x600.png,BrunellodiMontalcino2016.png
Roccato 2015,https://www.vivino.com/IT/en/rocca-delle-macie-roccato-2015/w/10320,https://www.wine-searcher.com/find/rocca+delle+macie+roccato/2015/#t4,https://images.vivino.com/thumbs/NEvQF2pySl2bSbvSAsn6JQ_pb_x600.png,Roccato2015.png
Sei Gran Selezione Chianti Classico 2018,https://www.vivino.com/IT/en/querceto-di-castellina-sei-gran-selezione-chianti-classico-2018/w/3876957,https://www.wine-searcher.com/find/querceto+di+castellina+sei+gran+selezione+chianti+classico/2018/#t4,https://images.vivino.com/thumbs/lHrBFVkLTSe95yOkrbaxgA_pb_x600.png,SeiGranSelezioneChiantiClassico2018.png
Rosso di Montalcino 2020,https://www.vivino.com/IT/en/gorelli-tuscany-rosso-di-montalcino-2020/w/6678823,https://www.wine-searcher.com/find/gorelli+tuscany+rosso+di+montalcino/2020/#t4,https://images.vivino.com/thumbs/tM5RX4O9RVqfIMa5KBmrjQ_pb_x600.png,RossodiMontalcino2020.png
Dedicato a Vittorio Bolgheri Superiore Rosso 2018,https://www.vivino.com/IT/en/campo-al-pero-dedicato-a-vittorio-bolgheri-superiore-rosso-2018/w/7457338,https://www.wine-searcher.com/find/campo+al+pero+dedicato+a+vittorio+bolgheri+superiore+rosso/2018/#t4,https://images.vivino.com/thumbs/geU_za7hThSKbT5zGTagOw_150x200.jpg,DedicatoaVittorioBolgheriSuperioreRosso2018.png
Gattaia Pinot Nero 2018,https://www.vivino.com/IT/en/gattaia-gattaia-pinot-nero-2018/w/2046442,https://www.wine-searcher.com/find/gattaia+gattaia+pinot+nero/2018/#t4,https://images.vivino.com/thumbs/seBEIEhdSsaqv9RqrkStug_pb_x600.png,GattaiaPinotNero2018.png
Rosso di Montalcino 2018,https://www.vivino.com/IT/en/gorelli-tuscany-rosso-di-montalcino-2018/w/6678823,https://www.wine-searcher.com/find/gorelli+tuscany+rosso+di+montalcino/2018/#t4,https://images.vivino.com/thumbs/tM5RX4O9RVqfIMa5KBmrjQ_pb_x600.png,RossodiMontalcino2018.png
Brunello di Montalcino 2017,https://www.vivino.com/IT/en/campinovi-brunello-di-montalcino-2017/w/7459136,https://www.wine-searcher.com/find/campinovi+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/LOx4Gu8RTg-POWWP4snKDg_pb_x600.png,BrunellodiMontalcino2017.png
Brunello di Montalcino 2017,https://www.vivino.com/IT/en/altesino-brunello-di-montalcino-2017/w/77471,https://www.wine-searcher.com/find/altesino+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/dx89b_UNS6iTC_1JwGy80g_pb_x600.png,BrunellodiMontalcino2017.png
Camponovo Brunello di Montalcino 2017,https://www.vivino.com/IT/en/la-gerla-tuscany-camponovo-brunello-di-montalcino-2017/w/8682580,https://www.wine-searcher.com/find/la+gerla+tuscany+camponovo+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/hFPHV9_UR7OvL2cwIw1Y1w_pb_x600.png,CamponovoBrunellodiMontalcino2017.png
Bilaccio 2018,https://www.vivino.com/IT/en/il-borghetto-bilaccio-2018/w/1182361,https://www.wine-searcher.com/find/il+borghetto+bilaccio/2018/#t4,https://images.vivino.com/thumbs/DjexD0N6T92gh092cNENvA_pb_x600.png,Bilaccio2018.png
Brunello di Montalcino 2017,https://www.vivino.com/IT/en/carpineto-brunello-di-montalcino-2017/w/6200,https://www.wine-searcher.com/find/carpineto+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/B7meX4agRZ-z1EVuteD1Cg_pb_x600.png,BrunellodiMontalcino2017.png
Chianti Classico Riserva 2020,https://www.vivino.com/IT/en/volpaia-chianti-classico-riserva-2020/w/33734,https://www.wine-searcher.com/find/volpaia+chianti+classico+riserva/2020/#t4,https://images.vivino.com/thumbs/rBimfmZKTOehjeKBqCwAGA_pb_x600.png,ChiantiClassicoRiserva2020.png
Liù Rosso 2020,https://www.vivino.com/IT/en/castello-dei-rampolla-liu-rosso-2020/w/8737583,https://www.wine-searcher.com/find/castello+dei+rampolla+liu+rosso/2020/#t4,https://images.vivino.com/thumbs/MFFvcOrMTNmpIbKXahzIZg_pb_x600.png,LiùRosso2020.png
Vigneto Santa Pia Riserva 2016,https://www.vivino.com/IT/en/la-braccesca-vigneto-santa-pia-riserva-2016/w/2765,https://www.wine-searcher.com/find/la+braccesca+vigneto+santa+pia+riserva/2016/#t4,https://images.vivino.com/thumbs/jrjz2OM1S9exmIEHBHCrDg_pb_x600.png,VignetoSantaPiaRiserva2016.png
Brunello di Montalcino 2017,https://www.vivino.com/IT/en/ciacci-piccolomini-d-aragona-brunello-di-montalcino-2017/w/1136214,https://www.wine-searcher.com/find/ciacci+piccolomini+d+aragona+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/H95CYXVqQSefFBsIQUWZaw_pb_x600.png,BrunellodiMontalcino2017.png
Brunello di Montalcino 2015,https://www.vivino.com/IT/en/lambardi-brunello-di-montalcino-2015/w/1152748,https://www.wine-searcher.com/find/lambardi+brunello+di+montalcino/2015/#t4,https://images.vivino.com/thumbs/nvIKz8qDSK22IbqkoduhxA_pb_x600.png,BrunellodiMontalcino2015.png
Rancia Chianti Classico Riserva 2018,https://www.vivino.com/IT/en/it-felsina-rancia-chianti-classico-riserva-2018/w/1137707,https://www.wine-searcher.com/find/it+felsina+rancia+chianti+classico+riserva/2018/#t4,https://images.vivino.com/thumbs/XOxnPmDWRhap3z4-zk7drw_pb_x600.png,RanciaChiantiClassicoRiserva2018.png
Canaiolo 2008,https://www.vivino.com/IT/en/castello-della-paneretta-canaiolo-2008/w/1212395,https://www.wine-searcher.com/find/castello+della+paneretta+canaiolo/2008/#t4,https://images.vivino.com/thumbs/oMxqdNNgSGqMTt2qJsBSgQ_pb_x600.png,Canaiolo2008.png
Canaiolo 2009,https://www.vivino.com/IT/en/castello-della-paneretta-canaiolo-2009/w/1212395,https://www.wine-searcher.com/find/castello+della+paneretta+canaiolo/2009/#t4,https://images.vivino.com/thumbs/oMxqdNNgSGqMTt2qJsBSgQ_pb_x600.png,Canaiolo2009.png
Brunello di Montalcino 2016,https://www.vivino.com/IT/en/silvio-nardi-brunello-di-montalcino-2016/w/1156767,https://www.wine-searcher.com/find/silvio+nardi+brunello+di+montalcino/2016/#t4,https://images.vivino.com/thumbs/8CO54SemTPKGz4I0FN7sIA_pb_x600.png,BrunellodiMontalcino2016.png
Chianti Classico Riserva 2016,https://www.vivino.com/IT/en/it-agricola-querciabella-chianti-classico-riserva-2016/w/2030017,https://www.wine-searcher.com/find/it+agricola+querciabella+chianti+classico+riserva/2016/#t4,https://images.vivino.com/thumbs/KaRqtTFMRRusAtpY1Fpn9g_pb_x600.png,ChiantiClassicoRiserva2016.png
Dolce Sinfonia Vin Santo di Montepulciano 2015,https://www.vivino.com/IT/en/bindella-dolce-sinfonia-vin-santo-di-montepulciano-2015/w/1174297,https://www.wine-searcher.com/find/bindella+dolce+sinfonia+vin+santo+di+montepulciano/2015/#t4,https://images.vivino.com/thumbs/nUwb38HpQze9WG2NrEv2ow_pb_x600.png,DolceSinfoniaVinSantodiMontepulciano2015.png
Brunello di Montalcino 2016,https://www.vivino.com/IT/en/ciacci-piccolomini-d-aragona-brunello-di-montalcino-2016/w/1136214,https://www.wine-searcher.com/find/ciacci+piccolomini+d+aragona+brunello+di+montalcino/2016/#t4,https://images.vivino.com/thumbs/H95CYXVqQSefFBsIQUWZaw_pb_x600.png,BrunellodiMontalcino2016.png
Bolgheri Superiore 2018,https://www.vivino.com/IT/en/tenuta-le-colonne-bolgheri-superiore-2018/w/6188759,https://www.wine-searcher.com/find/tenuta+le+colonne+bolgheri+superiore/2018/#t4,https://images.vivino.com/thumbs/IZhmwnw5RpWpaSEAvQzM1w_pb_x600.png,BolgheriSuperiore2018.png
Ugolforte Brunello di Montalcino 2017,https://www.vivino.com/IT/en/tenuta-san-giorgio-ugolforte-brunello-di-montalcino-2017/w/1194277,https://www.wine-searcher.com/find/tenuta+san+giorgio+ugolforte+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/PaP9YQ79RPWRfB7Vf9bDhQ_pb_x600.png,UgolforteBrunellodiMontalcino2017.png
Sassotondo Monte Calvo Ciliegiolo 2018,https://www.vivino.com/IT/en/sassotondo-sassotondo-monte-calvo-ciliegiolo-2018/w/8758208,https://www.wine-searcher.com/find/sassotondo+sassotondo+monte+calvo+ciliegiolo/2018/#t4,https://images.vivino.com/thumbs/cH8hZdG9SkuNKGJL_FXuMg_pb_x600.png,SassotondoMonteCalvoCiliegiolo2018.png
Poggio Pinzo 2018,https://www.vivino.com/IT/en/sassotondo-poggio-pinzo-maremma-toscana-2018/w/6475466,https://www.wine-searcher.com/find/sassotondo+poggio+pinzo+maremma+toscana/2018/#t4,https://images.vivino.com/thumbs/default_label_150x200.jpg,PoggioPinzo2018.png
Vino Nobile di Montepulciano Riserva 2012,https://www.vivino.com/IT/en/godiolo-vino-nobile-di-montepulciano-riserva-2012/w/1196736,https://www.wine-searcher.com/find/godiolo+vino+nobile+di+montepulciano+riserva/2012/#t4,https://images.vivino.com/thumbs/xpYvoYVLQISZkdAnVus3PQ_pb_x600.png,VinoNobilediMontepulcianoRiserva2012.png
Brunello di Montalcino 2016,https://www.vivino.com/IT/en/fattoria-del-cerro-brunello-di-montalcino-2016/w/2559052,https://www.wine-searcher.com/find/fattoria+del+cerro+brunello+di+montalcino/2016/#t4,https://images.vivino.com/thumbs/PfVZ4NhnQ3id6BVdZ9TjtQ_pb_x600.png,BrunellodiMontalcino2016.png
Brunello di Montalcino 2017,https://www.vivino.com/IT/en/tenuta-la-fuga-brunello-di-montalcino-2017/w/1105358,https://www.wine-searcher.com/find/tenuta+la+fuga+brunello+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/aVUHEDKnQ1SXPRs4VSmDxA_pb_x600.png,BrunellodiMontalcino2017.png
Levigne Chianti Classico Riserva 2015,https://www.vivino.com/IT/en/istine-levigne-chianti-classico-riserva-2015/w/3311947,https://www.wine-searcher.com/find/istine+levigne+chianti+classico+riserva/2015/#t4,https://images.vivino.com/thumbs/jWtCAUcKR3G7VzXZMUaPKg_pb_x600.png,LevigneChiantiClassicoRiserva2015.png
Ripa delle More 2018,https://www.vivino.com/IT/en/vicchiomaggio-ripa-delle-more-2018/w/8489,https://www.wine-searcher.com/find/vicchiomaggio+ripa+delle+more/2018/#t4,https://images.vivino.com/thumbs/CVn0dBqpRBSWBTyJFaRPVA_pb_x600.png,RipadelleMore2018.png
Sassi Sparsi Bolgheri 2014,https://www.vivino.com/IT/en/rocca-delle-macie-sassi-sparsi-bolgheri-2014/w/3211538,https://www.wine-searcher.com/find/rocca+delle+macie+sassi+sparsi+bolgheri/2014/#t4,https://images.vivino.com/thumbs/rsRxVGA7RJOn3-WbG55t4Q_pb_x600.png,SassiSparsiBolgheri2014.png
Rosso di Montalcino 2017,https://www.vivino.com/IT/en/casanova-di-neri-rosso-di-montalcino-2017/w/9709,https://www.wine-searcher.com/find/casanova+di+neri+rosso+di+montalcino/2017/#t4,https://images.vivino.com/thumbs/c3V6UfD1RpCjG-wj1_0aVg_pb_x600.png,RossodiMontalcino2017.png
Pietra Rossa Vino Nobile di Montepulciano 2016,https://www.vivino.com/IT/en/contucci-pietra-rossa-vino-nobile-di-montepulciano-2016/w/18185,https://www.wine-searcher.com/find/contucci+pietra+rossa+vino+nobile+di+montepulciano/2016/#t4,https://images.vivino.com/thumbs/GRsgcxcPTj6iD4GTRTDkBg_pb_x600.png,PietraRossaVinoNobilediMontepulciano2016.png
Chianti Classico 2016,https://www.vivino.com/IT/en/giuseppe-e-riccardo-chianti-classico-2016/w/2367641,https://www.wine-searcher.com/find/giuseppe+e+riccardo+chianti+classico/2016/#t4,https://images.vivino.com/thumbs/CdsVxRh_SE-Hg8cA-MzzKA_pb_x600.png,ChiantiClassico2016.png
Gran Selezione Chianti Classico 2015,https://www.vivino.com/IT/en/vecchie-terre-di-montefili-gran-selezione-chianti-classico-2015/w/8348909,https://www.wine-searcher.com/find/vecchie+terre+di+montefili+gran+selezione+chianti+classico/2015/#t4,https://images.vivino.com/thumbs/H-D3iZiaS0Gjma4eqrd2fg_pb_x600.png,GranSelezioneChiantiClassico2015.png
Itinerante Cabernet Franc 2019,https://www.vivino.com/IT/en/le-vigne-di-silvia-itinerante-cabernet-franc-2019/w/7245522,https://www.wine-searcher.com/find/le+vigne+di+silvia+itinerante+cabernet+franc/2019/#t4,https://images.vivino.com/thumbs/vIAz7JJoSYeQgDsQYZ95Hw_pb_x600.png,ItineranteCabernetFranc2019.png
